#chr	start	end	gene	GM12878	HeLaS3	HMEC	HUVEC	IMR90	K562	NHEK
chrX	130730113	130730812	ENSG00000232787	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr2	173328990	173330750	ENSG00000232788	0.06	4.74	0.0	1.48	0.08	0.0	0.0
chr2	220223592	220223705	ENSG00000232789	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr7	20875050	21062767	ENSG00000232790	0.0	0.0	0.0	0.0	0.0	0.35	0.0
chr1	111396560	111397513	ENSG00000232791	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr1	185040699	185041167	ENSG00000232792	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr1	245446133	245446391	ENSG00000232793	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chrX	63264185	63264938	ENSG00000232794	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr13	35759431	35760816	ENSG00000232795	0.08	0.0	0.0	0.0	0.0	0.0	0.0
chr21	15164956	15165462	ENSG00000232797	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr9	42037568	42037913	ENSG00000232798	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr2	210009965	210012411	ENSG00000232799	0.0	0.0	0.0	0.0	0.0	0.0	0.04
chr2	20586147	20596349	ENSG00000232800	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chrX	40749900	40750790	ENSG00000232801	0.0	0.28	0.02	1.41	0.0	0.05	0.03
chr20	61294371	61298076	ENSG00000232803	0.14	0.52	0.11	0.1	0.0	0.0	0.0
chr10	94866629	94867140	ENSG00000232805	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr21	42931052	42934885	ENSG00000232806	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr10	5976233	5987863	ENSG00000232807	0.35	0.24	0.52	0.74	0.63	0.04	0.49
chr1	215549827	215550717	ENSG00000232809	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr6	31543344	31546113	ENSG00000232810	35.45	0.07	0.06	0.0	0.0	0.0	1.32
chr1	111486089	111495470	ENSG00000232811	0.14	0.96	0.0	0.25	0.0	0.42	0.0
chr1	208902033	208906529	ENSG00000232812	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chrX	48134339	48134482	ENSG00000232813	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr13	111154922	111160526	ENSG00000232814	0.0	0.0	0.0	0.2	0.0	0.0	0.0
chr9	68413482	68414196	ENSG00000232815	24.05	1.21	0.83	0.96	0.23	0.0	0.14
chr7	62849186	62854035	ENSG00000232817	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr7	23530092	23530983	ENSG00000232818	7.0	0.41	0.0	0.35	0.47	0.76	0.06
chr7	19152097	19153894	ENSG00000232821	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr10	121442639	121443335	ENSG00000232823	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr1	198166909	198167316	ENSG00000232824	0.08	0.0	0.0	0.0	0.0	0.0	0.0
chr1	99469832	99614408	ENSG00000232825	0.0	0.0	0.0	0.0	0.01	0.0	0.0
chr9	46826492	46833319	ENSG00000232827	0.0	0.03	0.0	0.0	0.0	0.0	0.0
chrX	48557354	48595570	ENSG00000232828	0.08	1.44	0.0	0.11	0.04	0.06	0.02
chr3	130546503	130547220	ENSG00000232829	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr3	101133072	101133477	ENSG00000232830	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr3	197765192	197766105	ENSG00000232832	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chrX	27865705	27866056	ENSG00000232834	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr2	5689912	5696163	ENSG00000232835	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr21	40346355	40349700	ENSG00000232837	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr20	18118517	18123813	ENSG00000232838	11.38	41.19	6.92	21.35	5.45	5.74	6.66
chr7	17072713	17073102	ENSG00000232841	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chrX	95228327	95229314	ENSG00000232842	0.0	0.0	0.01	0.38	0.0	0.02	0.16
chr9	95655980	95656787	ENSG00000232843	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr1	52174734	52175612	ENSG00000232846	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr1	8117305	8118523	ENSG00000232848	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr13	93708910	93710179	ENSG00000232849	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr9	130890612	130891481	ENSG00000232850	0.04	0.0	0.04	0.0	0.09	0.0	0.0
chr9	79655317	79655589	ENSG00000232851	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr20	62921540	62924351	ENSG00000232852	0.0	0.0	0.0	0.0	0.01	0.0	0.0
chr10	21536681	21537024	ENSG00000232853	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr21	29811667	30047170	ENSG00000232855	0.0	1.08	0.0	0.01	0.02	0.0	0.31
chr1	95116100	95116934	ENSG00000232857	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr13	25562715	25563063	ENSG00000232858	0.0	1.22	0.26	0.64	0.0	0.0	0.0
chr17	26205340	26221778	ENSG00000232859	3.05	0.47	1.31	1.26	3.11	1.14	1.67
chr1	183430009	183440881	ENSG00000232860	0.16	0.28	0.0	0.0	0.03	0.17	0.06
chr1	36545667	36547923	ENSG00000232862	0.2	0.0	0.0	0.0	0.0	0.0	0.04
chr1	227598318	227599020	ENSG00000232864	0.0	0.0	0.0	0.0	0.0	0.02	0.0
chr9	27210325	27210624	ENSG00000232867	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr7	142448053	142448741	ENSG00000232869	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr19	49141328	49184461	ENSG00000232871	0.03	0.0	0.0	0.0	0.03	0.0	0.0
chr13	52482354	52484757	ENSG00000232872	0.0	0.0	0.01	0.0	0.0	0.04	0.06
chr3	194283707	194284730	ENSG00000232873	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr3	193848405	193848990	ENSG00000232874	0.0	0.0	0.0	0.0	0.0	0.11	0.0
chr10	98675390	98675659	ENSG00000232875	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr6	135376171	135381688	ENSG00000232876	0.11	0.0	0.02	0.2	0.02	0.23	0.01
chr1	97561479	97788511	ENSG00000232878	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr1	161004624	161004796	ENSG00000232879	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr20	44016987	44017345	ENSG00000232880	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr13	72487842	72488316	ENSG00000232881	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr1	91358549	91359169	ENSG00000232882	0.0	2.75	1.89	1.41	0.76	0.04	1.56
chr1	220490009	220490941	ENSG00000232883	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr21	16119083	16126184	ENSG00000232884	0.08	0.0	0.0	0.0	0.0	24.02	0.01
chr13	92992047	92992856	ENSG00000232885	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr21	18235195	18246011	ENSG00000232886	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr7	31158898	31159186	ENSG00000232887	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr12	133402287	133402772	ENSG00000232888	3.44	3.15	0.87	3.54	0.69	2.12	0.15
chr17	20498844	20499021	ENSG00000232889	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr6	150921970	150926986	ENSG00000232891	0.09	0.0	0.0	0.0	0.0	0.0	0.0
chr1	163131465	163182813	ENSG00000232892	0.0	0.0	0.0	0.0	0.01	0.0	0.0
chr2	237299717	237301031	ENSG00000232893	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr13	20126711	20144428	ENSG00000232894	0.12	0.0	0.0	0.0	0.0	0.0	0.0
chr1	114749049	114804900	ENSG00000232895	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr9	113361755	113367499	ENSG00000232896	0.0	0.0	0.0	0.0	0.04	0.0	0.0
chr22	48058308	48059352	ENSG00000232897	0.0	0.0	0.0	0.0	0.0	0.02	0.0
chr20	10855981	10889920	ENSG00000232900	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr3	10042331	10042624	ENSG00000232901	0.26	0.0	0.0	0.0	0.0	0.12	0.0
chr10	134757471	134778793	ENSG00000232903	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr9	116612967	116613912	ENSG00000232905	0.06	0.0	0.0	0.0	0.0	0.0	0.0
chr7	64820847	64822089	ENSG00000232906	0.0	0.0	0.0	0.0	0.02	0.08	0.0
chr20	35136563	35201794	ENSG00000232907	1.25	0.0	0.0	0.1	0.14	0.06	0.0
chr1	247990788	247991804	ENSG00000232908	0.0	0.0	0.0	0.1	0.0	0.0	0.0
chr6	35701644	35704724	ENSG00000232909	0.0	0.0	0.0	0.08	0.0	0.0	0.0
chr1	8484705	8494898	ENSG00000232912	0.0	0.25	0.04	0.0	0.0	0.0	0.0
chr10	95841707	95868571	ENSG00000232913	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr2	139169636	139170888	ENSG00000232915	0.2	0.19	0.0	0.04	0.0	0.0	0.05
chr5	115553723	115553992	ENSG00000232916	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr1	203872851	203873147	ENSG00000232917	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr1	94871951	94872438	ENSG00000232918	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr9	37073528	37075789	ENSG00000232920	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr7	112013788	112014305	ENSG00000232922	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr20	57688279	57688686	ENSG00000232925	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr22	19874812	19875493	ENSG00000232926	0.0	0.0	0.0	0.08	0.03	0.0	0.0
chrX	73340847	73351758	ENSG00000232928	0.07	0.0	0.0	0.0	0.0	0.0	0.0
chr7	36069221	36095041	ENSG00000232930	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr2	96472866	96481963	ENSG00000232931	0.28	3.51	0.48	4.3	1.83	2.56	2.73
chr10	114165977	114169252	ENSG00000232934	0.19	0.0	0.0	0.0	0.0	0.0	0.0
chr10	128811765	128824739	ENSG00000232935	0.0	0.16	0.0	0.0	0.0	0.0	0.0
chr10	91405039	91410424	ENSG00000232936	0.37	0.0	0.06	0.0	0.0	0.07	0.0
chr1	151738185	151738865	ENSG00000232937	0.0	0.0	0.0	0.0	0.0	0.08	0.0
chr17	81174666	81188573	ENSG00000232938	0.12	1.39	0.05	1.68	0.1	1.48	6.36
chr9	112522640	112534323	ENSG00000232939	0.0	0.0	0.0	0.0	0.06	0.0	0.0
chr6	33217311	33222766	ENSG00000232940	11.39	1.73	0.15	1.54	0.06	25.13	0.23
chr20	18200757	18201156	ENSG00000232943	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr7	56476392	56476903	ENSG00000232944	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr9	6675284	6675614	ENSG00000232946	0.0	0.0	0.34	0.0	0.0	0.0	0.0
chr6	15995175	16000028	ENSG00000232947	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr8	12168471	12175825	ENSG00000232948	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr7	22629324	22631241	ENSG00000232949	0.0	0.23	0.0	0.59	0.0	0.38	0.0
chr10	82057476	82059411	ENSG00000232950	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chrX	51664960	51665595	ENSG00000232951	0.0	0.91	0.03	0.53	0.0	0.0	0.02
chr1	106434361	106436139	ENSG00000232952	0.2	0.07	0.01	0.23	0.01	0.05	0.02
chr3	19981761	19984802	ENSG00000232953	0.04	0.06	0.0	0.0	0.0	0.0	0.0
chr13	58785831	58807251	ENSG00000232954	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr7	45022622	45026560	ENSG00000232956	65.77	17.27	29.93	2.5	21.72	155.01	27.03
chr3	6249956	6250258	ENSG00000232958	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr1	169993218	169993824	ENSG00000232959	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr2	24553271	24553543	ENSG00000232963	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr1	230728406	230731329	ENSG00000232964	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr10	81303843	81304112	ENSG00000232965	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr7	81092352	81092929	ENSG00000232968	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr21	45759259	45760353	ENSG00000232969	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr2	217021065	217021534	ENSG00000232970	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr1	109276878	109277347	ENSG00000232971	0.0	0.36	0.0	0.0	0.0	0.0	0.0
chr2	38302791	38408997	ENSG00000232973	0.09	0.0	0.06	0.0	0.05	0.0	0.01
chr7	67562724	67563237	ENSG00000232975	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr13	24040710	24061603	ENSG00000232977	0.67	0.0	0.03	0.11	0.95	0.0	0.03
chr9	19291335	19292574	ENSG00000232978	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr2	7875776	7875914	ENSG00000232979	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr9	83178486	83179545	ENSG00000232981	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr2	156119970	156120236	ENSG00000232982	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr9	34546522	34546994	ENSG00000232983	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr10	130757036	130758326	ENSG00000232985	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr13	34231573	34234065	ENSG00000232986	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2012326	2014699	ENSG00000232987	0.0	0.69	0.0	0.0	0.0	0.0	0.0
chr1	238431794	238431895	ENSG00000232989	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr2	131034080	131034760	ENSG00000232990	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr2	108370568	108438585	ENSG00000232991	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr2	139659003	139660317	ENSG00000232992	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr1	53535610	53551174	ENSG00000232993	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr2	203904831	203905622	ENSG00000232994	0.0	0.0	0.02	0.0	0.0	0.0	0.0
chr1	163214295	163291684	ENSG00000232995	5.77	3.71	0.59	0.76	1.12	6.69	2.39
chr9	79791672	79792910	ENSG00000232998	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr6	2910847	2912347	ENSG00000232999	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr17	15638337	15652506	ENSG00000233002	0.0	0.0	0.0	0.0	0.0	0.17	0.0
chr1	228162980	228165894	ENSG00000233003	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr2	21444047	22193831	ENSG00000233005	0.0	0.0	0.0	0.0	0.0	0.08	2.12
chr5	131646978	131705608	ENSG00000233006	0.73	3.65	2.09	0.09	0.38	1.05	5.35
chrX	38391176	38393427	ENSG00000233007	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr1	84041459	84326706	ENSG00000233008	0.0	0.0	0.13	0.0	0.01	0.0	0.21
chr13	101360579	101711638	ENSG00000233009	0.0	0.0	0.0	0.02	0.0	0.01	0.0
chr22	30004889	30005490	ENSG00000233010	0.15	0.0	0.0	0.0	0.12	0.0	0.06
chr10	51910363	51912047	ENSG00000233011	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr1	220799082	220801398	ENSG00000233012	0.0	0.0	0.03	0.0	0.0	0.0	0.38
chr9	141106637	141143444	ENSG00000233013	0.14	0.0	0.38	0.14	1.03	0.01	0.04
chr17	39479679	39485797	ENSG00000233014	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr20	21722941	21723715	ENSG00000233015	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr9	139615818	139622636	ENSG00000233016	8.67	57.63	18.38	5.89	23.72	2.17	14.89
chr20	61004604	61006568	ENSG00000233017	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr1	235260502	235260727	ENSG00000233018	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr1	70996209	70997175	ENSG00000233020	0.03	0.0	0.0	0.11	0.0	0.0	0.0
chr10	483501	487110	ENSG00000233021	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr16	18451943	18473188	ENSG00000233024	1.57	193.3	23.14	76.5	26.77	0.84	4.03
chr7	102729111	102730057	ENSG00000233025	0.09	1.02	0.0	0.49	0.0	0.16	0.01
chr3	12206799	12207142	ENSG00000233026	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr7	56243327	56244105	ENSG00000233028	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr1	120925634	120933000	ENSG00000233029	0.0	0.0	0.0	0.0	0.01	0.07	0.0
chr1	149757215	149764576	ENSG00000233030	0.0	0.0	0.01	0.0	0.05	0.02	0.07
chr2	204536898	204537146	ENSG00000233031	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chrX	41379289	41381589	ENSG00000233033	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr21	32174560	32174745	ENSG00000233036	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr2	96208478	96208978	ENSG00000233037	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr7	157647221	157658784	ENSG00000233038	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr2	156168209	156169939	ENSG00000233039	0.0	0.0	0.0	0.0	0.0	0.01	0.0
chr1	197715881	197716581	ENSG00000233040	0.0	0.0	0.0	0.15	0.0	0.0	0.0
chr15	40643234	40648635	ENSG00000233041	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr6	157428861	157440840	ENSG00000233044	0.08	0.0	0.0	0.0	0.0	0.0	0.0
chr2	139036144	139036780	ENSG00000233045	0.05	0.0	0.0	0.0	0.0	0.0	0.0
chr1	106470246	106565834	ENSG00000233047	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr20	12845850	12933167	ENSG00000233048	0.0	0.04	0.0	0.0	0.0	0.0	0.0
chr8	11921898	11929256	ENSG00000233050	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr10	1403196	1403832	ENSG00000233052	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr9	104263925	104264167	ENSG00000233055	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr21	44336913	44345756	ENSG00000233056	0.08	0.29	0.0	0.0	0.0	0.13	0.01
chr1	194158097	194159472	ENSG00000233057	0.04	1.21	0.0	0.29	0.02	0.01	0.01
chr3	194208183	194239008	ENSG00000233058	2.99	0.09	0.05	0.14	0.1	0.58	0.04
chr2	70316853	70323232	ENSG00000233060	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr1	84444801	84449983	ENSG00000233061	0.0	0.0	0.01	0.0	0.02	0.0	0.02
chrX	75104381	75104971	ENSG00000233063	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr6	5851739	5870453	ENSG00000233064	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chrX	22277914	23311263	ENSG00000233067	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr6	3893360	3894524	ENSG00000233068	0.0	0.0	0.0	0.38	0.0	0.0	0.0
chr1	21059373	21060445	ENSG00000233069	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chrX	102460938	102461827	ENSG00000233071	0.0	0.0	0.0	0.0	0.0	0.02	0.0
chr1	21330043	21330427	ENSG00000233072	0.71	0.0	0.0	0.0	0.0	0.0	0.17
chr7	86413542	86415986	ENSG00000233073	0.0	0.18	0.0	0.08	0.0	0.03	0.05
chr20	48927248	48937879	ENSG00000233077	0.0	1.48	0.03	0.2	0.01	0.09	0.0
chr1	16332655	16333166	ENSG00000233078	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr1	56410760	56415792	ENSG00000233079	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr22	35515817	35627049	ENSG00000233080	0.37	0.0	0.0	0.0	0.03	0.93	0.0
chr9	94188520	94189426	ENSG00000233081	0.0	0.0	0.0	0.0	0.07	0.04	0.06
chr7	1306989	1308903	ENSG00000233082	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr2	52856881	52857216	ENSG00000233083	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr1	249230780	249231242	ENSG00000233084	0.73	0.0	0.0	0.0	0.42	0.49	0.1
chr6	169686629	169689311	ENSG00000233085	0.0	0.0	0.0	0.0	0.0	0.0	0.21
chr9	82120719	82147257	ENSG00000233086	0.06	0.0	0.0	0.0	0.0	0.0	0.0
chr2	132118066	132121731	ENSG00000233087	0.01	0.03	0.07	0.14	0.03	0.01	0.09
chr17	15696176	15696359	ENSG00000233090	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chrX	135721702	135724588	ENSG00000233093	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr3	41012032	41013069	ENSG00000233096	0.0	0.37	0.0	0.0	0.0	0.0	0.0
chr17	20771746	20905589	ENSG00000233098	0.0	0.19	0.0	0.89	0.04	22.09	0.07
chr1	77811731	77815270	ENSG00000233099	0.0	0.0	0.0	0.0	0.0	0.27	0.0
chr17	46626992	46683776	ENSG00000233101	0.23	5.82	0.0	8.15	34.89	0.35	0.0
chrX	41907136	41914089	ENSG00000233103	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr2	95630218	95630581	ENSG00000233105	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr20	31860068	31860463	ENSG00000233106	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr2	76333142	76334450	ENSG00000233107	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr7	7997814	8009534	ENSG00000233108	0.27	0.0	0.0	0.0	0.0	0.0	0.0
chr8	49826419	49826939	ENSG00000233109	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	186509063	186515157	ENSG00000233110	0.0	0.0	0.0	0.3	0.0	0.0	0.0
chr9	37636685	37637290	ENSG00000233111	0.15	0.0	0.17	0.26	0.19	0.0	0.15
chr1	46570622	46570847	ENSG00000233114	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr8	7869304	7874533	ENSG00000233115	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr10	4243333	4286104	ENSG00000233117	0.07	0.0	0.55	0.14	0.69	0.05	0.33
chr1	41407923	41408187	ENSG00000233118	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr3	13968310	13969275	ENSG00000233121	0.0	0.0	0.03	0.0	0.0	0.05	0.07
chr10	131904273	131907095	ENSG00000233122	0.4	0.4	0.0	0.14	0.0	0.01	0.0
chr7	101206059	101212286	ENSG00000233123	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr13	97824723	97831876	ENSG00000233124	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr1	92694138	92694992	ENSG00000233125	0.0	17.33	0.0	0.0	0.0	0.0	0.0
chr2	40973627	40994592	ENSG00000233128	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr1	94400035	94400800	ENSG00000233129	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr2	176048943	176049335	ENSG00000233131	0.0	0.0	0.0	0.0	0.0	0.0	0.04
chr8	7122048	7132680	ENSG00000233132	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr3	17747550	17747725	ENSG00000233133	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr2	203482007	203482350	ENSG00000233134	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr10	127162255	127162501	ENSG00000233135	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	9217131	9218723	ENSG00000233136	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr6	143069580	143074896	ENSG00000233138	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chrX	48013296	48015369	ENSG00000233139	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr2	218147462	218200843	ENSG00000233143	0.0	0.0	0.0	0.0	0.0	0.03	0.0
chr10	75141191	75143254	ENSG00000233144	0.09	0.0	0.0	0.0	0.0	0.18	0.0
chrX	139099427	139100196	ENSG00000233145	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr20	31904675	31917775	ENSG00000233146	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr9	35010700	35011282	ENSG00000233148	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr3	23236561	23244069	ENSG00000233153	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr1	116966346	117021464	ENSG00000233154	0.0	0.55	0.09	0.0	0.0	0.0	0.0
chr2	74645249	74645569	ENSG00000233155	0.8	0.77	0.62	0.39	0.0	0.0	0.54
chr22	44155079	44155790	ENSG00000233157	0.0	0.0	0.0	0.0	0.0	0.0	0.03
chr2	95578177	95578576	ENSG00000233158	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr2	37421525	37421880	ENSG00000233159	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chrX	72694399	72694666	ENSG00000233162	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr10	70921286	70921662	ENSG00000233163	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr7	14230420	14231782	ENSG00000233167	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr8	37604854	37605522	ENSG00000233170	0.46	0.36	0.25	1.91	0.52	1.15	0.65
chr7	63394827	63395709	ENSG00000233173	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr17	43315395	43319101	ENSG00000233175	0.37	1.3	0.43	0.03	0.17	0.17	0.29
chr8	7449528	7450438	ENSG00000233176	0.0	0.0	0.0	0.0	0.0	0.0	0.01
chr9	71010609	71021416	ENSG00000233178	0.27	0.45	0.09	0.49	0.02	0.01	0.29
chr22	48844702	48847029	ENSG00000233179	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr6	33861100	33895408	ENSG00000233183	0.04	0.0	0.0	0.0	0.0	0.0	0.0
chr1	101491434	101552821	ENSG00000233184	11.94	0.66	4.29	1.59	5.42	4.56	8.08
chr9	4803788	4804972	ENSG00000233186	0.02	0.0	0.0	0.0	0.0	0.0	0.0
chr10	86148926	86149382	ENSG00000233189	0.07	0.0	0.0	0.0	0.0	0.0	0.0
chr10	32520777	32521173	ENSG00000233190	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr7	157305988	157309535	ENSG00000233191	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr17	15664928	15667083	ENSG00000233193	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr1	186549647	186550323	ENSG00000233196	0.0	0.0	0.0	0.16	0.0	0.0	0.0
chr10	71283067	71283406	ENSG00000233197	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr9	140122018	140124090	ENSG00000233198	0.0	0.54	0.02	0.0	0.01	0.0	0.0
chr10	35508822	35519526	ENSG00000233200	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr1	55353236	55354523	ENSG00000233203	0.83	0.0	0.2	0.0	0.21	0.72	0.6
chr2	166141763	166142558	ENSG00000233204	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr2	88272175	88272601	ENSG00000233205	0.08	2.26	2.96	0.0	1.86	0.0	1.15
chr21	21802755	21803074	ENSG00000233206	0.0	0.0	0.0	0.0	0.0	0.0	0.0
